wait_time=50;live=2;counter[All]=10000;counter[Normal]=9999;counter[Infected]=1;iteration_time=0.042687;rules[immunity_time]=900;counter[Recovered]=0;rules[infection_time]=300;counter[Died]=0;rules[infection_range]=2;rules[infection_rate]=1;rules[quarantine]=0.99;walls=[];rules[confinement]=0;rules[quarantine_time]=15;iterations=1;
wait_time=50;live=2;counter[All]=10000;counter[Normal]=9999;counter[Infected]=1;iteration_time=0.076733;rules[immunity_time]=900;counter[Recovered]=0;rules[infection_time]=300;counter[Died]=0;rules[infection_range]=2;rules[infection_rate]=1;rules[quarantine]=0.99;walls=[];rules[confinement]=0;rules[quarantine_time]=15;iterations=2;
wait_time=50;live=2;counter[All]=10000;counter[Normal]=9999;counter[Infected]=1;iteration_time=0.040874;rules[immunity_time]=900;counter[Recovered]=0;rules[infection_time]=300;counter[Died]=0;rules[infection_range]=2;rules[infection_rate]=1;rules[quarantine]=0.99;walls=[];rules[confinement]=0;rules[quarantine_time]=15;iterations=3;
wait_time=50;live=2;counter[All]=10000;counter[Normal]=9999;counter[Infected]=1;iteration_time=0.086600;rules[immunity_time]=900;counter[Recovered]=0;rules[infection_time]=300;counter[Died]=0;rules[infection_range]=2;rules[infection_rate]=1;rules[quarantine]=0.99;walls=[];rules[confinement]=0;rules[quarantine_time]=15;iterations=4;
wait_time=50;live=2;counter[All]=10000;counter[Normal]=9999;counter[Infected]=1;iteration_time=0.040397;rules[immunity_time]=900;counter[Recovered]=0;rules[infection_time]=300;counter[Died]=0;rules[infection_range]=2;rules[infection_rate]=1;rules[quarantine]=0.99;walls=[];rules[confinement]=0;rules[quarantine_time]=15;iterations=5;
wait_time=50;live=2;counter[All]=10000;counter[Normal]=9999;counter[Infected]=1;iteration_time=0.036174;rules[immunity_time]=900;counter[Recovered]=0;rules[infection_time]=300;counter[Died]=0;rules[infection_range]=2;rules[infection_rate]=1;rules[quarantine]=0.99;walls=[];rules[confinement]=0;rules[quarantine_time]=15;iterations=6;
wait_time=50;live=2;counter[All]=10000;counter[Normal]=9999;counter[Infected]=1;iteration_time=0.031919;rules[immunity_time]=900;counter[Recovered]=0;rules[infection_time]=300;counter[Died]=0;rules[infection_range]=2;rules[infection_rate]=1;rules[quarantine]=0.99;walls=[];rules[confinement]=0;rules[quarantine_time]=15;iterations=7;
wait_time=50;live=2;counter[All]=10000;counter[Normal]=9999;counter[Infected]=1;iteration_time=0.031012;rules[immunity_time]=900;counter[Recovered]=0;rules[infection_time]=300;counter[Died]=0;rules[infection_range]=2;rules[infection_rate]=1;rules[quarantine]=0.99;walls=[];rules[confinement]=0;rules[quarantine_time]=15;iterations=8;
wait_time=50;live=2;counter[All]=10000;counter[Normal]=9999;counter[Infected]=1;iteration_time=0.030828;rules[immunity_time]=900;counter[Recovered]=0;rules[infection_time]=300;counter[Died]=0;rules[infection_range]=2;rules[infection_rate]=1;rules[quarantine]=0.99;walls=[];rules[confinement]=0;rules[quarantine_time]=15;iterations=9;
wait_time=50;live=2;counter[All]=10000;counter[Normal]=9999;counter[Infected]=1;iteration_time=0.029654;rules[immunity_time]=900;counter[Recovered]=0;rules[infection_time]=300;counter[Died]=0;rules[infection_range]=2;rules[infection_rate]=1;rules[quarantine]=0.99;walls=[];rules[confinement]=0;rules[quarantine_time]=15;iterations=10;
